INDEX,FLIGHTDATE,FLIGHTNO,DEST,DEST_STATION,DESTOBSERVATIONTIME,STATION,DATE,REPORT_TYPE,DEST_UA_OBS,VIS_METERS
4179,20190426,2062,BOS,72509014739,2019-04-27 03:23:00+00:00,72509014739,2019-04-27 03:23:00+00:00,FM-16,MET13604/26/19 22:23:01 SPECI KBOS 270323Z 04013KT 1/4SM R04R/P6000FT -DZ BR OVC003 08/07 A2946 RMK AO2 SFC VIS 1 RAE09DZB11 P0000 T00830067 $,402
4180,20190426,670,BOS,72509014739,2019-04-27 04:49:00+00:00,72509014739,2019-04-27 04:49:00+00:00,FM-16,MET15804/26/19 23:49:02 SPECI KBOS 270449Z 06014KT 1/4SM R04R/4000V5500FT VCTS -RA BR VV002 09/08 A2935 RMK AO2 SFC VIS 1 LTG DSNT W AND NW DZE36RAB36 TSE43 P0008 $,402
4181,20190426,352,BOS,72509014739,2019-04-27 04:49:00+00:00,72509014739,2019-04-27 04:49:00+00:00,FM-16,MET15804/26/19 23:49:02 SPECI KBOS 270449Z 06014KT 1/4SM R04R/4000V5500FT VCTS -RA BR VV002 09/08 A2935 RMK AO2 SFC VIS 1 LTG DSNT W AND NW DZE36RAB36 TSE43 P0008 $,402
4177,20190426,444,BOS,72509014739,2019-04-27 05:01:00+00:00,72509014739,2019-04-27 05:01:00+00:00,FM-16,MET16604/27/19 00:01:02 SPECI KBOS 270501Z 05012KT 1/4SM R04R/6000VP6000FT -TSRA BR OVC002CB 09/08 A2935 RMK AO2 SFC VIS 2 1/2 OCNL LTG W TS W MOV NE P0004 T00940083 $ (FA),402
4182,20190428,57,CDG,07157099999,2019-04-29 05:00:00+00:00,07157099999,2019-04-29 05:00:00+00:00,FM-15,MET164METAR LFPG 290500Z 36005KT 0300 R27L/0275N R09R/0800D R26R/P2000 R08L/0450D R26L/1100U R08R/P2000 R27R/0275N R09L/0750N FG SCT000 05/05 Q1024 TEMPO 0300 BCFG VV///=,300
4184,20190428,23,DUB,72052200443,2019-04-29 06:00:00+00:00,72052200443,2019-04-29 05:50:00+00:00,FM-15,MET063METAR KDUB 290550Z AUTO 28003KT 10SM CLR M07/M14 A3006 RMK AO2=,16093
4183,20190428,987,CDG,07157099999,2019-04-29 07:06:00+00:00,07157099999,2019-04-29 07:06:00+00:00,FM-15,MET176METAR COR LFPG 290706Z VRB02KT 0500 R27L/0600U R09R/0600N R26R/0600U R08L/P2000 R26L/0450U R08R/1000D R27R/0600U R09L/0650U FG BKN000 BKN003 07/06 Q1025 BECMG 0800 BCFG BKN003=,500
4206,20190430,1872,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4208,20190430,2309,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4194,20190430,1828,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4212,20190430,802,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4189,20190429,1731,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4188,20190429,383,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4187,20190429,1104,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4186,20190429,1430,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4185,20190429,1685,DEN,72565003017,2019-04-30 12:10:00+00:00,72565003017,2019-04-30 12:10:00+00:00,FM-16,MET11204/30/19 05:10:02 SPECI KDEN 301210Z 30007KT 1/4SM R35L/1400V1600FT FG VV002 00/00 A2988 RMK AO2 T00000000 (SLK),402
4190,20190430,507,DEN,72565003017,2019-04-30 13:23:00+00:00,72565003017,2019-04-30 13:23:00+00:00,FM-16,MET12604/30/19 06:23:02 SPECI KDEN 301323Z 34004KT 1/8SM R35L/4000VP6000FT FG OVC002 00/00 A2985 RMK AO2 SFC VIS 1/2 T00000000 (MAD),201
4213,20190430,2362,DEN,72565003017,2019-04-30 13:23:00+00:00,72565003017,2019-04-30 13:23:00+00:00,FM-16,MET12604/30/19 06:23:02 SPECI KDEN 301323Z 34004KT 1/8SM R35L/4000VP6000FT FG OVC002 00/00 A2985 RMK AO2 SFC VIS 1/2 T00000000 (MAD),201
4195,20190430,294,DEN,72565003017,2019-04-30 13:23:00+00:00,72565003017,2019-04-30 13:23:00+00:00,FM-16,MET12604/30/19 06:23:02 SPECI KDEN 301323Z 34004KT 1/8SM R35L/4000VP6000FT FG OVC002 00/00 A2985 RMK AO2 SFC VIS 1/2 T00000000 (MAD),201
4202,20190430,939,DEN,72565003017,2019-04-30 13:23:00+00:00,72565003017,2019-04-30 13:23:00+00:00,FM-16,MET12604/30/19 06:23:02 SPECI KDEN 301323Z 34004KT 1/8SM R35L/4000VP6000FT FG OVC002 00/00 A2985 RMK AO2 SFC VIS 1/2 T00000000 (MAD),201
4207,20190430,1864,DEN,72565003017,2019-04-30 13:23:00+00:00,72565003017,2019-04-30 13:23:00+00:00,FM-16,MET12604/30/19 06:23:02 SPECI KDEN 301323Z 34004KT 1/8SM R35L/4000VP6000FT FG OVC002 00/00 A2985 RMK AO2 SFC VIS 1/2 T00000000 (MAD),201
4199,20190430,1690,DEN,72565003017,2019-04-30 13:23:00+00:00,72565003017,2019-04-30 13:23:00+00:00,FM-16,MET12604/30/19 06:23:02 SPECI KDEN 301323Z 34004KT 1/8SM R35L/4000VP6000FT FG OVC002 00/00 A2985 RMK AO2 SFC VIS 1/2 T00000000 (MAD),201
4205,20190430,2226,DEN,72565003017,2019-04-30 13:23:00+00:00,72565003017,2019-04-30 13:23:00+00:00,FM-16,MET12604/30/19 06:23:02 SPECI KDEN 301323Z 34004KT 1/8SM R35L/4000VP6000FT FG OVC002 00/00 A2985 RMK AO2 SFC VIS 1/2 T00000000 (MAD),201
4203,20190430,2221,DEN,72565003017,2019-04-30 13:23:00+00:00,72565003017,2019-04-30 13:23:00+00:00,FM-16,MET12604/30/19 06:23:02 SPECI KDEN 301323Z 34004KT 1/8SM R35L/4000VP6000FT FG OVC002 00/00 A2985 RMK AO2 SFC VIS 1/2 T00000000 (MAD),201
4214,20190430,2367,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4215,20190430,1508,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4211,20190430,1949,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4201,20190430,422,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4204,20190430,789,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4191,20190430,1182,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4193,20190430,2413,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4192,20190430,364,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4197,20190430,545,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4198,20190430,491,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4200,20190430,1889,DEN,72565003017,2019-04-30 16:05:00+00:00,72565003017,2019-04-30 16:05:00+00:00,FM-16,MET11904/30/19 09:05:02 SPECI KDEN 301605Z 31006KT 1/8SM R35L/P6000FT BR OVC005 01/01 A2983 RMK AO2 SFC VIS 3 T00110011 (MAD),201
4196,20190430,915,CDG,07157099999,2019-05-01 04:00:00+00:00,07157099999,2019-05-01 04:00:00+00:00,FM-15,MET161METAR LFPG 010400Z 03008KT 010V090 0400 0300N R27L/0400N R09R/0350N R26R/0500D R08L/1000D R26L/0600N R08R/0650U R27R/0400N R09L/0350N FG VV/// 07/07 Q1018 NOSIG=,400
4210,20190430,57,CDG,07157099999,2019-05-01 05:00:00+00:00,07157099999,2019-05-01 05:00:00+00:00,FM-15,MET155METAR LFPG 010500Z 03005KT 360V100 0250 R27L/0250N R09R/0250N R26R/0275N R08L/0500U R26L/0350N R08R/0350N R27R/0250N R09L/0250N FG VV/// 07/06 Q1018 NOSIG=,250
4209,20190430,987,CDG,07157099999,2019-05-01 07:00:00+00:00,07157099999,2019-05-01 07:00:00+00:00,FM-15,MET178METAR LFPG 010700Z 03003KT 350V100 0750 0400NW R27L/0450N R09R/0300N R26R/0550N R08L/1300D R26L/0600N R08R/1000U R27R/0750U R09L/0300N FG BKN001 07/07 Q1018 BECMG 4000 BR BKN003=,750
4240,20190501,1829,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4235,20190501,502,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4236,20190501,403,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4237,20190501,866,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4239,20190501,2369,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4241,20190501,2307,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4254,20190501,1256,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4246,20190501,1286,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4248,20190501,658,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4251,20190501,1758,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4253,20190501,1950,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4232,20190501,763,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4255,20190501,2273,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4243,20190501,495,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4231,20190501,323,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4252,20190501,1716,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4228,20190501,270,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4227,20190501,2255,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4226,20190501,2292,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4225,20190501,2141,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4224,20190501,264,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4216,20190501,311,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4217,20190501,2214,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4222,20190501,1108,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4218,20190501,2089,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4219,20190501,526,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4220,20190501,1799,DEN,72565003017,2019-05-01 14:53:00+00:00,72565003017,2019-05-01 14:53:00+00:00,FM-15,MET12605/01/19 07:53:02 METAR KDEN 011453Z 35012KT 1/4SM R35L/P6000FT BR OVC003 03/02 A2990 RMK AO2 SFC VIS 1 SLP119 T00280022 52017,402
4229,20190501,2118,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4230,20190501,1209,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4257,20190501,740,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4256,20190501,1782,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4249,20190501,1802,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4250,20190501,1774,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4233,20190501,2401,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4245,20190501,452,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4244,20190501,282,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4242,20190501,2269,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4238,20190501,2030,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4247,20190501,1729,DEN,72565003017,2019-05-01 15:53:00+00:00,72565003017,2019-05-01 15:53:00+00:00,FM-15,MET11505/01/19 08:53:02 METAR KDEN 011553Z 35013KT 1/4SM R35L/6000VP6000FT FG OVC002 03/03 A2992 RMK AO2 SLP129 T00280028,402
4221,20190501,1701,BWI,72406093721,2019-05-02 10:09:00+00:00,72406093721,2019-05-02 10:09:00+00:00,FM-16,MET11005/02/19 05:09:02 SPECI KBWI 021009Z 00000KT 1/4SM R10/1600V3500FT FG VV002 15/15 A3011 RMK AO2 T01500150 (ET),402
4223,20190501,1137,BWI,72406093721,2019-05-02 10:09:00+00:00,72406093721,2019-05-02 10:09:00+00:00,FM-16,MET11005/02/19 05:09:02 SPECI KBWI 021009Z 00000KT 1/4SM R10/1600V3500FT FG VV002 15/15 A3011 RMK AO2 T01500150 (ET),402
4234,20190501,2069,IND,72438093819,2019-05-02 10:54:00+00:00,72438093819,2019-05-02 10:54:00+00:00,FM-15,MET11805/02/19 05:54:02 METAR KIND 021054Z 00000KT 1/8SM R05L/1000V3500FT FG VV002 14/14 A3007 RMK AO2 SLP182 T01390139 (ML),201
4260,20190502,1790,IND,72438093819,2019-05-02 13:04:00+00:00,72438093819,2019-05-02 13:04:00+00:00,FM-16,MET11205/02/19 08:04:02 SPECI KIND 021304Z 14005KT 1/8SM R05L/1200V2200FT FG VV002 16/16 A3008 RMK AO2 T01560156 (MAB),201
4261,20190502,1701,BWI,72406093721,2019-05-03 10:54:00+00:00,72406093721,2019-05-03 10:54:00+00:00,FM-15,MET11705/03/19 05:54:02 METAR KBWI 031054Z 07010KT 1/4SM R10/2000V4000FT FG VV002 16/16 A3004 RMK AO2 SLP173 T01610161 (SD),402
4258,20190502,1137,BWI,72406093721,2019-05-03 10:54:00+00:00,72406093721,2019-05-03 10:54:00+00:00,FM-15,MET11705/03/19 05:54:02 METAR KBWI 031054Z 07010KT 1/4SM R10/2000V4000FT FG VV002 16/16 A3004 RMK AO2 SLP173 T01610161 (SD),402
4262,20190503,387,BWI,72406093721,2019-05-03 13:23:00+00:00,72406093721,2019-05-03 13:23:00+00:00,FM-16,MET12005/03/19 08:23:02 SPECI KBWI 031323Z 09007KT 1/8SM R10/1200V1400FT -DZ FG VV001 14/14 A3006 RMK AO2 P0000 T01440144 (SD),201
4259,20190502,917,AKL,93119099999,2019-05-03 19:00:00+00:00,93119099999,2019-05-03 19:00:00+00:00,FM-15,MET086METAR NZAA 031900Z AUTO 17002KT 0000 R23L/0400N R05R/0550N FG VV002 11/11 Q1027 NOSIG=,0
4263,20190504,979,EZE,87576099999,2019-05-05 12:00:00+00:00,87576099999,2019-05-05 12:00:00+00:00,FM-15,MET087METAR SAEZ 051200Z 20004KT 140V220 0200 R11/0600 FG OVC003 18/18 Q1011 TEMPO 1000 RADZ=,200
4294,20190507,1690,DEN,72565003017,2019-05-07 13:26:00+00:00,72565003017,2019-05-07 13:26:00+00:00,FM-16,MET10605/07/19 06:26:02 SPECI KDEN 071326Z 11014KT 1/8SM R35L/1200V2200FT FG VV002 07/07 A3003 RMK AO2 T00720072,201
4302,20190507,2221,DEN,72565003017,2019-05-07 13:26:00+00:00,72565003017,2019-05-07 13:26:00+00:00,FM-16,MET10605/07/19 06:26:02 SPECI KDEN 071326Z 11014KT 1/8SM R35L/1200V2200FT FG VV002 07/07 A3003 RMK AO2 T00720072,201
4303,20190507,294,DEN,72565003017,2019-05-07 13:26:00+00:00,72565003017,2019-05-07 13:26:00+00:00,FM-16,MET10605/07/19 06:26:02 SPECI KDEN 071326Z 11014KT 1/8SM R35L/1200V2200FT FG VV002 07/07 A3003 RMK AO2 T00720072,201
4275,20190507,939,DEN,72565003017,2019-05-07 13:26:00+00:00,72565003017,2019-05-07 13:26:00+00:00,FM-16,MET10605/07/19 06:26:02 SPECI KDEN 071326Z 11014KT 1/8SM R35L/1200V2200FT FG VV002 07/07 A3003 RMK AO2 T00720072,201
